query,queryId,retrievalQuery,queryConcentration,queryQuantity,queryDosageForm,cardIndex,cardRank,pharmacy,upstreamName,canonicalName,cardMatchKey,cardPresentationKey,offerMatchKey,offerCombinationKey,offerVariantKey,offerDosageForm,offerUnitCount,offerConcentration,offerConcentrationLevel,offerParsedFirstMagnitude,brand,manufacturer,activeIngredient,brandSource,laboratory,isBioequivalent,lexicalMatch,concentrationMatch,cfmId,effective,hasStock,onlineUrl,offersInCard
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,34,35,ecofarmacias,Tocalm Ambroxol Jarabe Adulto 100 mL (Prater),Tocalm Ambroxol Jarabe Adulto 100 mL (Prater),tocalm|100ml,tocalm|100ml|bio:unknown|brand:unknown|var:ambroxol|form:fluid-oral,tocalm|100ml,,ambroxol,fluid-oral,,,,100ml,Tocalm,,ambroxol,name,,,exact,other,CFM-001430,2980,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=tocalm%7C100ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Ftocalm-ambroxol-jarabe-adulto-100-ml-prater%2F&cfmId=CFM-001430,2
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,34,35,cruz-verde,Tocalm Adulto Ambroxol 30 mg/5mL Jarabe 100 mL,Tocalm Ambroxol Jarabe Adulto 100 mL (Prater),tocalm|100ml,tocalm|100ml|bio:unknown|brand:unknown|var:ambroxol|form:fluid-oral,tocalm|100ml,,ambroxol,fluid-oral,,30mg/5ml,ratio,30mg/5ml,Tocalm,,ambroxol,name,,,exact,other,CFM-001430,4290,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=tocalm%7C100ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Ftocalm-adulto-ambroxol-30-mg-5ml-jarabe-100-ml%2F111093.html&cfmId=CFM-001430,2
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,35,36,easyfarma,Ambroxol Pediatrico 15mg/5...,Ambroxol Pediatrico 15mg/5...,ambroxol|15mg,ambroxol|15mg|bio:unknown|brand:ascend|var:infantil,ambroxol|15mg,,infantil,,,,,15mg,,,ambroxol,unknown,,,exact,other,CFM-001429,2990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=ambroxol%7C15mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F105165-ambroxol-pediatrico-15mg-5-ml-100-ml-ascend.html&cfmId=CFM-001429,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,36,37,araucomed,Muxol Pediátrico 15mg/5ml jarabe x 100 ml.,Muxol Pediátrico 15mg/5ml jarabe x 100 ml.,muxol|100ml|100,muxol|100ml|100|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,muxol|100ml|100,,infantil,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,,compatible,other,CFM-001433,3490,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=muxol%7C100ml%7C100&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fmuxol-pediatrico-15mg-5ml-jarabe-100ml&cfmId=CFM-001433,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,37,38,cruz-verde,Mintamox Pediatrico Ambroxol 15 mg/5mL Jarabe 100 mL,Mintamox Pediatrico Ambroxol 15 mg/5mL Jarabe 100 mL,mintamox|100ml,mintamox|100ml|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,mintamox|100ml,,infantil,fluid-oral,,15mg/5ml,ratio,15mg/5ml,Mintamox,,ambroxol,name,,,exact,other,CFM-001436,3690,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=mintamox%7C100ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fmintamox-pediatrico-ambroxol-15-mg-5ml-jarabe-100-ml%2F193055.html&cfmId=CFM-001436,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,38,39,ahumada,Tocalm Pediatrico 15 mg/5 mL x 100 mL Jarabe,Tocalm Pediatrico 15 mg/5 mL x 100 mL Jarabe,tocalm|100ml|100,tocalm|100ml|100|bio:true|brand:unknown|var:infantil|form:fluid-oral,tocalm|100ml|100,,infantil,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,true,compatible,other,CFM-001435,3787,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=tocalm%7C100ml%7C100&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Ftocalm-pediatrico-15-mg-5-ml-x-100-ml-jarabe-47393.html&cfmId=CFM-001435,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,39,40,salcobrand,Muxol Adulto Ambroxol Jarabe 100ml,Muxol Adulto Ambroxol Jarabe 100ml,muxol|100ml,muxol|100ml|bio:unknown|brand:muxol|var:ambroxol|form:fluid-oral,muxol|100ml,,ambroxol,fluid-oral,,,,100ml,Muxol,,ambroxol,structured,Muxol,,exact,other,CFM-000997,3921,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=muxol%7C100ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fmuxol-adulto-ambroxol-jarabe-100ml%3Fdefault_sku%3D2979230&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,40,41,ahumada,MUXOL JARABE ADULTO Ambroxol Clorhidrato 600 mg 100 ml,MUXOL JARABE ADULTO Ambroxol Clorhidrato 600 mg 100 ml,muxol|100ml,muxol|100ml|bio:true|brand:unknown|var:ambroxol|form:fluid-oral,muxol|100ml,,ambroxol,fluid-oral,,600mg,absolute,600mg,MUXOL,,ambroxol,name,,true,exact,other,CFM-000997,4590,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=muxol%7C100ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fmuxol-jarabe-adulto-ambroxol-clorhidrato-600-mg-100-ml-9257.html&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,41,42,sermecoop,Muxol (ambroxol) 15mg/5ml Jarabe 100ml,Muxol (ambroxol) 15mg/5ml Jarabe 100ml,muxol|100ml,muxol|100ml|bio:unknown|brand:unknown|form:fluid-oral,muxol|100ml,,,fluid-oral,,15mg/5ml,ratio,15mg/5ml,Muxol,,ambroxol,name,,,exact,other,CFM-000997,4890,true,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=muxol%7C100ml&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D16812%26d_%3D1&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,42,43,araucomed,Broncot 15mg/5ml Jarabe x 120 ml.,Broncot 15mg/5ml Jarabe x 120 ml.,broncot|120ml|120,broncot|120ml|120|bio:unknown|brand:unknown|form:fluid-oral,broncot|120ml|120,,,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,,compatible,other,CFM-001432,4990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=broncot%7C120ml%7C120&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fbroncot-gft-15mg-5ml-sin-azucar-120ml&cfmId=CFM-001432,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,43,44,cruz-verde,Ambroxol 15 mg/5mL Jarabe 100 mL,Ambroxol 15 mg/5mL Jarabe 100 mL,ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:unknown|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,ambroxol,unknown,,,exact,other,CFM-000068,5490,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fambroxol-15-mg-5ml-jarabe-100-ml%2F2224.html&cfmId=CFM-000068,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,44,45,salcobrand,Muxol Pediátrico Ambroxol Jarabe 100ml,Muxol Pediátrico Ambroxol Jarabe 100ml,muxol|100ml,muxol|100ml|bio:unknown|brand:muxolpediatrico|var:infantil|form:fluid-oral,muxol|100ml,,infantil,fluid-oral,,,,100ml,Muxol Pediatrico,,ambroxol,structured,Muxol Pediatrico,,exact,other,CFM-000997,5829,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=muxol%7C100ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fmuxol-pediatrico-ambroxol-jarabe-100ml%3Fdefault_sku%3D2979220&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,45,46,cruz-verde,Muxol Jarabe Pediátrico Ambroxol 300 mg / 100 ml,Muxol Jarabe Pediátrico Ambroxol 300 mg / 100 ml,muxol|100ml,muxol|100ml|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,muxol|100ml,,infantil,fluid-oral,,300mg/100ml,ratio,300mg/100ml,Muxol,,ambroxol,name,,,exact,other,CFM-000997,6190,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=muxol%7C100ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fmuxol-jarabe-pediatrico-ambroxol-300-mg-100-ml%2F6178.html&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,46,47,ahumada,Muxol Jarabe Pediátrico Ambroxol Clorhidrato 300 mg 100 ml,Muxol Jarabe Pediátrico Ambroxol Clorhidrato 300 mg 100 ml,muxol|100ml,muxol|100ml|bio:true|brand:unknown|var:infantil|form:fluid-oral,muxol|100ml,,infantil,fluid-oral,,300mg,absolute,300mg,Muxol,,ambroxol,name,,true,exact,other,CFM-000997,6190,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=muxol%7C100ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fmuxol-jarabe-pediatrico-ambroxol-clorhidrato-300-mg-100-ml-9166.html&cfmId=CFM-000997,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,47,48,araucomed,"Broncot 7,5mg/ml gotas x 30 ml.","Broncot 7,5mg/ml gotas x 30 ml.",broncot|30ml|30,broncot|30ml|30|bio:unknown|brand:unknown|form:fluid-oral,broncot|30ml|30,,,fluid-oral,,7.5mg/1ml,ratio,7.5mg/1ml,,,,unknown,,,compatible,other,CFM-001442,6490,false,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=broncot%7C30ml%7C30&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fbroncot-75mg-ml-gotas-30ml&cfmId=CFM-001442,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,48,49,farmex,Muxol 30 mg x 20 comprimidos,Muxol 30 mg x 20 comprimidos,muxol|30mg|20,muxol|30mg|20|bio:unknown|brand:unknown|form:solid-oral,muxol|30mg|20,,,solid-oral,20,,,30mg,,,,unknown,,,compatible,other,CFM-001437,6877,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=muxol%7C30mg%7C20&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fmuxol-30-mg-x-20-comprimidos-5%3F_pos%3D5%26_psq%3Dambroxol%26_psid%3D160672eda%26_ss%3De&cfmId=CFM-001437,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,49,50,easyfarma,"Broncot Gotas 7,5 mg/ml x...","Broncot Gotas 7,5 mg/ml x...",broncot|7.5mg,broncot|7.5mg|bio:unknown|brand:unknown|form:fluid-oral,broncot|7.5mg,,,fluid-oral,,7.5mg/1ml,ratio,7.5mg/1ml,,,,unknown,,,compatible,other,CFM-001438,7990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=broncot%7C7.5mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F26341-broncot-gotas-x-30ml.html&cfmId=CFM-001438,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,50,51,cruz-verde,Mucosolvan-Dual Infantil 120Ml,Mucosolvan-Dual Infantil 120Ml,mucosolvandual|120ml,mucosolvandual|120ml|bio:unknown|brand:unknown|var:infantil,mucosolvandual|120ml,,infantil,,,,,120ml,,,,unknown,,,compatible,other,CFM-000990,8290,false,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=mucosolvandual%7C120ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fmucosolvan-dual-infantil-120ml%2F65002.html&cfmId=CFM-000990,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,51,52,ahumada,Broncot GFT 15 mg/5 mL x 120 mL Jarabe,Broncot GFT 15 mg/5 mL x 120 mL Jarabe,broncot|120ml|120,broncot|120ml|120|bio:unknown|brand:unknown|var:gft|form:fluid-oral,broncot|120ml|120,,gft,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,,compatible,other,CFM-001432,9427,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=broncot%7C120ml%7C120&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fbroncot-gft-15-mg-5-ml-x-120-ml-jarabe-50485.html&cfmId=CFM-001432,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,52,53,cruz-verde,Muxol Ambroxol 30 mg 20 Comprimidos,Muxol Ambroxol 30 mg 20 Comprimidos,muxol|30mg|20,muxol|30mg|20|bio:unknown|brand:unknown|var:ambroxol|form:solid-oral,muxol|30mg|20,,ambroxol,solid-oral,20,,,30mg,Muxol,,ambroxol,name,,,exact,other,CFM-001437,11190,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=muxol%7C30mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fmuxol-ambroxol-30-mg-20-comprimidos%2F6176.html&cfmId=CFM-001437,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,53,54,ahumada,Broncot 7.5 mg/ml Gotas Fco. 30ml,Broncot 7.5 mg/ml Gotas Fco. 30ml,broncot|30ml,broncot|30ml|bio:unknown|brand:unknown|form:fluid-oral,broncot|30ml,,,fluid-oral,,7.5mg/1ml,ratio,7.5mg/1ml,,,,unknown,,,compatible,other,CFM-001439,13402,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=broncot%7C30ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fbroncot-7.5-mg-ml-gotas-fco.-30ml-4499.html&cfmId=CFM-001439,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,54,55,cruz-verde,Broncot GFT Pediatrico Ambroxol 15 mg/5mL Jarabe 120 mL,Broncot GFT Pediatrico Ambroxol 15 mg/5mL Jarabe 120 mL,broncot|120ml,broncot|120ml|bio:unknown|brand:unknown|var:gft|form:fluid-oral,broncot|120ml,,gft,fluid-oral,,15mg/5ml,ratio,15mg/5ml,Broncot,,ambroxol,name,,,exact,other,CFM-001431,13540,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=broncot%7C120ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fbroncot-gft-pediatrico-ambroxol-15-mg-5ml-jarabe-120-ml%2F256478.html&cfmId=CFM-001431,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,55,56,salcobrand,Broncot Ambroxol Clorhidrato 7.5mg/ml Gotas 30ml,Broncot Ambroxol Clorhidrato 7.5mg/ml Gotas 30ml,broncot|30ml,broncot|30ml|bio:unknown|brand:broncot|var:ambroxol|form:fluid-oral,broncot|30ml,,ambroxol,fluid-oral,,7.5mg/1ml,ratio,7.5mg/1ml,Broncot,,ambroxol,structured,Broncot,,exact,other,CFM-001439,15311,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=broncot%7C30ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fbroncot-ambroxol-clorhidrato-7-5mg-ml-gotas-30ml%3Fdefault_sku%3D2836255&cfmId=CFM-001439,1
ambroxol 30mg/5ml,ambroxol-30mg-5ml,ambroxol,30mg/5ml,,,56,57,cruz-verde,"Broncot Ambroxol 7,5 mg/mL Gotas 30 mL","Broncot Ambroxol 7,5 mg/mL Gotas 30 mL",broncot|30ml,broncot|30ml|bio:unknown|brand:unknown|var:ambroxol|form:fluid-oral,broncot|30ml,,ambroxol,fluid-oral,,7.5mg/1ml,ratio,7.5mg/1ml,Broncot,,ambroxol,name,,,exact,other,CFM-001439,16990,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=broncot%7C30ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Fbroncot-ambroxol-7-5-mg-ml-gotas-30-ml%2F4081.html&cfmId=CFM-001439,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,0,1,ecofarmacias,Ambroxol clorhidrato 30mg 100ml Ascend DESCUENTO,Ambroxol clorhidrato 30mg 100ml Ascend DESCUENTO,ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:unknown,ambroxol|100ml,,,,,30mg,absolute,30mg,,,ambroxol,unknown,,,exact,exact,CFM-000068,1100,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fambroxol-clorhidrato-30mg-100ml-ascend-descuento%2F&cfmId=CFM-000068,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,1,2,farmex,Muxol 30 mg x 20 comprimidos,Muxol 30 mg x 20 comprimidos,muxol|30mg|20,muxol|30mg|20|bio:unknown|brand:unknown|form:solid-oral,muxol|30mg|20,,,solid-oral,20,,,30mg,,,,unknown,,,compatible,exact,CFM-001437,6877,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=muxol%7C30mg%7C20&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Fmuxol-30-mg-x-20-comprimidos-5%3F_pos%3D5%26_psq%3Dambroxol%26_psid%3D160672eda%26_ss%3De&cfmId=CFM-001437,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,2,3,cruz-verde,Muxol Ambroxol 30 mg 20 Comprimidos,Muxol Ambroxol 30 mg 20 Comprimidos,muxol|30mg|20,muxol|30mg|20|bio:unknown|brand:unknown|var:ambroxol|form:solid-oral,muxol|30mg|20,,ambroxol,solid-oral,20,,,30mg,Muxol,,ambroxol,name,,,exact,exact,CFM-001437,11190,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=muxol%7C30mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Fmuxol-ambroxol-30-mg-20-comprimidos%2F6176.html&cfmId=CFM-001437,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,3,4,easyfarma,Muxol Adulto Jarabe...,Muxol Adulto Jarabe...,muxol,muxol|bio:unknown|brand:unknown|form:fluid-oral,muxol,,,fluid-oral,,,,,,,,unknown,,,compatible,unknown,CFM-001440,5490,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=muxol&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F25414-muxol-adulto-jarabe-x-100ml.html&cfmId=CFM-001440,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,4,5,easyfarma,Muxol Pediatrico Jarabe x...,Muxol Pediatrico Jarabe x...,muxol,muxol|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,muxol,,infantil,fluid-oral,,,,,,,,unknown,,,compatible,unknown,CFM-001440,5490,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=muxol&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F25413-muxol-pediatrico-jarabe-x-100ml.html&cfmId=CFM-001440,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,5,6,easyfarma,Broncot Pediatrico GFT...,Broncot Pediatrico GFT...,broncot,broncot|bio:unknown|brand:unknown|var:infantil,broncot,,infantil,,,,,,,,,unknown,,,compatible,unknown,CFM-001434,8990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=broncot&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F24773-broncot-gft-jarabe.html&cfmId=CFM-001434,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,6,7,salcobrand,Muxol Ambroxol 20 Comprimidos,Muxol Ambroxol 20 Comprimidos,muxol|20,muxol|20|bio:unknown|brand:muxol|var:ambroxol|form:solid-oral,muxol|20,,ambroxol,solid-oral,20,,,,Muxol,,ambroxol,structured,Muxol,,exact,unknown,CFM-001441,10031,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=muxol%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fmuxol-ambroxol-20-comprimidos%3Fdefault_sku%3D2979200&cfmId=CFM-001441,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,7,8,araucomed,Tocalm Infantil 15mg/5ml jarabe 100 ml.,Tocalm Infantil 15mg/5ml jarabe 100 ml.,tocalm|100ml,tocalm|100ml|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,tocalm|100ml,,infantil,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,,exact,other,CFM-001430,790,false,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=tocalm%7C100ml&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Ftocalm-infantil-15mg-5ml-jarabe-100ml&cfmId=CFM-001430,2
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,7,8,cruz-verde,Tocalm Pediatrico Ambroxol 15 mg/5mL Jarabe 100 mL,Tocalm Infantil 15mg/5ml jarabe 100 ml.,tocalm|100ml,tocalm|100ml|bio:unknown|brand:unknown|var:infantil|form:fluid-oral,tocalm|100ml,,infantil,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,,,unknown,,,exact,other,CFM-001430,4290,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=tocalm%7C100ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Ftocalm-pediatrico-ambroxol-15-mg-5ml-jarabe-100-ml%2F111094.html&cfmId=CFM-001430,2
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,8,9,araucomed,Ambroxol 30mg/5ml jarabe adulto 100 ml. (Ascend),Ambroxol 30mg/5ml jarabe adulto 100 ml. (Ascend),ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:ascend|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,30mg/5ml,ratio,30mg/5ml,,Ascend,ambroxol,unknown,Ascend,,exact,other,CFM-000068,790,false,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fambroxol-30mg-5ml-jarabe-adulto-100-ml-ascend&cfmId=CFM-000068,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,9,10,araucomed,Ambroxol 30mg/5ml Jarabe Adulto 100ml (Andromaco),Ambroxol 30mg/5ml Jarabe Adulto 100ml (Andromaco),ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:andromaco|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,30mg/5ml,ratio,30mg/5ml,,Andrómaco,ambroxol,unknown,Andrómaco,,exact,other,CFM-000068,800,false,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fambroxol-30mg-5ml-jarabe-100ml-andromaco&cfmId=CFM-000068,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,10,11,araucomed,Ambroxol 15mg/5ml jarabe 100ml (Eurofarma),Ambroxol 15mg/5ml jarabe 100ml (Eurofarma),ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:eurofarma|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,15mg/5ml,ratio,15mg/5ml,,Eurofarma,ambroxol,unknown,Eurofarma,,exact,other,CFM-000068,900,false,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fmucoliticos-y-expectorantes%2Fambroxol-15mg-5ml-jarabe-100ml-eurofarma&cfmId=CFM-000068,1
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,11,12,ecofarmacias,Jarabe Ambroxol clorhidrato 30mg5ml 100ml (Hospifarma) DESCUENTO,Ambroxol 30mg/5ml Jarabe 100ml,ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:unknown|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,30mg,absolute,30mg,,,ambroxol,unknown,,,exact,other,CFM-000068,990,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Fjarabe-ambroxol-clorhidrato-30mg5ml-100ml-hospifarma-descuento%2F&cfmId=CFM-000068,3
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,11,12,sermecoop,Ambroxol 30mg/5ml Jarabe 100ml,Ambroxol 30mg/5ml Jarabe 100ml,ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:unknown|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,30mg/5ml,ratio,30mg/5ml,,,ambroxol,unknown,,,exact,other,CFM-000068,2390,false,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D1602%26d_%3D1&cfmId=CFM-000068,3
ambroxol 30mg,ambroxol-30mg,ambroxol,30mg,,,11,12,ahumada,Ambroxol 30mg./5ml. Jarabe Fco. 100ml,Ambroxol 30mg/5ml Jarabe 100ml,ambroxol|100ml,ambroxol|100ml|bio:unknown|brand:unknown|form:fluid-oral,ambroxol|100ml,,,fluid-oral,,30mg/5ml,ratio,30mg/5ml,,,ambroxol,unknown,,,exact,other,CFM-000068,3544,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ambroxol%7C100ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fambroxol-30mg.-5ml.-jarabe-fco.-100ml-84384.html&cfmId=CFM-000068,3
